"accountHolderID","bankAccount","investiment","customerStability","overdraftLimit","multipleChannel","serviceLoan","bankGuarantee","contract","paymentMethod","monthlyCharges","totalCharges","churn"
"0285-INHLN","PF","Sim","27","Sim","Não","Website","0","Semestral","Boleto","54.75","1510.3","Não"
"4678-DVQEO","PJ","Não","1","Sim","Não","Website","1","Semestral","Débito automático","52.2","52.2","Sim"
"5125-CNDSP","PF","Não","63","Sim","Somente telefone","Website","0","Uma vez ao ano","Transferência bancária","40.6","2588.95","Não"
"0691-IFBQW","PJ","Não","46","Sim","Sim","Mesa","1","Uma vez ao ano","Débito automático","110","4874.8","Sim"
"4992-LTJNE","PF","Sim","72","Não","Sim","Website","0","Duas vezes ao ano","Transferência bancária","55.3","3983.6","Não"
"2202-OUTMO","PJ","Sim","34","Sim","Sim","Website","1","Semestral","Transferência bancária","60.85","2003.6","Não"
"0810-BDHAW","PJ","Sim","24","Não","Sim","Website","1","Uma vez ao ano","Débito automático","78.4","1832.4","Não"
"0229-LFJAF","PF","Não","72","Não","Sim","Website","0","Duas vezes ao ano","Transferência bancária","69.65","4908.25","Não"
"7131-ZQZNK","PJ","Sim","60","Não","Somente telefone","Website","0","Duas vezes ao ano","Boleto","59.85","3590.2","Não"
"3442-ZHHCC","PF","Não","68","Sim","Sim","Website","0","Uma vez ao ano","Boleto","76.9","5023","Não"
"5726-CVNYA","PJ","Sim","8","Sim","Não","Não","0","Duas vezes ao ano","PIX","19.85","146.6","Não"
"9871-ELEYA","PJ","Não","34","Não","Não","Website","1","Duas vezes ao ano","Boleto","67.65","2339.3","Não"
"4257-GAESD","PJ","Não","6","Não","Somente telefone","Website","0","Semestral","Boleto","45","298.7","Não"
"5173-WXOQV","PF","Sim","2","Sim","Não","Website","0","Semestral","PIX","64.2","143.65","Não"
"2040-OBMLJ","PF","Não","31","Não","Sim","Mesa","0","Uma vez ao ano","Boleto","81.7","2548.65","Não"
"6286-ZHAOK","PJ","Sim","20","Sim","Sim","Não","0","Semestral","Transferência bancária","204.822","507.4","Não"
"3807-XHCJH","PJ","Sim","1","Não","Não","Não","0","Semestral","Débito automático","113.255","20","Não"
"3009-JWMPU","PF","Não","62","Sim","Sim","Mesa","0","Uma vez ao ano","Débito automático","96.75","6125.4","Sim"
"5671-RQRLP","PJ","Sim","70","Sim","Sim","Mesa","1","Duas vezes ao ano","Boleto","320.655","5411.4","Não"
"1450-GALXR","PJ","Não","10","Sim","Sim","Mesa","1","Semestral","Débito automático","655.244","1058.25","Sim"
"8859-AXJZP","PF","Sim","39","Sim","Sim","Não","0","Duas vezes ao ano","PIX","23.8","903.8","Não"
"3174-AKMAS","PJ","Sim","46","Sim","Não","Website","1","Duas vezes ao ano","Boleto","690.056","3009.5","Não"
"3138-BKYAV","PF","Não","6","Sim","Não","Mesa","0","Semestral","Débito automático","85.35","489.45","Sim"
"9926-PJHDQ","PJ","Sim","72","Sim","Sim","Website","1","Duas vezes ao ano","Transferência bancária","259.922","5468.45","Não"
"7382-DFJTU","PF","Não","18","Não","Não","Website","0","Semestral","Boleto","55.2","1058.1","Não"
"2798-NYLMZ","PF","Sim","71","Sim","Sim","Mesa","0","Duas vezes ao ano","Boleto","108.55","7616","Não"
"4289-DTDKW","PF","Sim","40","Sim","Sim","Mesa","0","Semestral","Débito automático","101.3","4113.1","Sim"
"1820-TQVEV","PF","Não","1","Sim","Não","Mesa","0","Semestral","Débito automático","69.55","69.55","Sim"
"2239-JALAW","PF","Não","58","Sim","Sim","Mesa","0","Uma vez ao ano","Transferência bancária","103.25","6017.65","Sim"
"4853-RULSV","PF","Não","70","Sim","Sim","Mesa","0","Duas vezes ao ano","Boleto","104","7250.15","Sim"
"8098-TDCBU","PJ","Sim","42","Não","Sim","Não","0","Duas vezes ao ano","Débito automático","155.311","1108.2","Não"
"3551-GAEGL","PF","Sim","34","Não","Somente telefone","Website","0","Uma vez ao ano","Transferência bancária","30.4","938.65","Não"
"4785-NKHCX","PF","Não","5","Não","Não","Não","1","Semestral","Transferência bancária","20.05","94.15","Não"
"3196-NVXLZ","PJ","Não","25","Sim","Sim","Mesa","1","Semestral","PIX","164.711","2088.05","Não"
"6275-YDUVO","PJ","Não","2","Sim","Não","Mesa","1","Semestral","PIX","196.351","178.7","Sim"
"0036-IHMOT","PJ","Sim","55","Sim","Não","Mesa","1","Uma vez ao ano","Transferência bancária","166.151","5656.75","Não"
"0115-TFERT","PF","Sim","21","Sim","Sim","Mesa","0","Semestral","Débito automático","111.2","2317.1","Sim"
"4178-EGMON","PF","Sim","70","Sim","Sim","Mesa","0","Duas vezes ao ano","Boleto","88","5986.45","Não"
"4220-TINQT","PJ","Sim","61","Sim","Sim","Mesa","1","Semestral","Débito automático","199.911","6751.35","Não"
"5318-YKDPV","PF","Sim","43","Sim","Não","Website","0","Duas vezes ao ano","Boleto","79.15","3566.6","Não"
"7975-TZMLR","PF","Não","47","Sim","Sim","Mesa","0","Uma vez ao ano","Débito automático","103.1","4889.3","Não"
"0295-QVKPB","PF","Não","5","Sim","Não","Website","0","Semestral","Boleto","63.95","318.1","Não"
"4335-BSMJS","PJ","Não","62","Sim","Sim","Não","0","Duas vezes ao ano","Boleto","714.811","1563.95","Não"
"2311-QYMUQ","PJ","Sim","16","Sim","Não","Mesa","1","Semestral","Boleto","917.851","1430.25","Sim"
"3643-AHCFP","PF","Sim","7","Sim","Sim","Mesa","1","Semestral","Transferência bancária","95.6","644.35","Sim"
"9146-JRIOX","PJ","Sim","14","Não","Sim","Não","0","Semestral","PIX","619.211","372.45","Não"
"3104-OWCGK","PF","Sim","60","Não","Não","Mesa","0","Uma vez ao ano","Débito automático","90.95","5453.4","Sim"
"5337-IIWKZ","PF","Sim","34","Sim","Somente telefone","Website","0","Semestral","Débito automático","44.85","1442.6","Não"
"9101-BWFSS","PJ","Sim","50","Não","Sim","Mesa","1","Uma vez ao ano","Débito automático","201.751","5610.7","Sim"
"9650-VBUOG","PF","Sim","38","Não","Sim","Não","0","Duas vezes ao ano","Boleto","25.05","963.95","Não"
"3487-EARAT","PJ","Sim","70","Não","Não","Website","1","Uma vez ao ano","Boleto","74.1","5222.3","Não"
"2672-TGEFF","PJ","Sim","37","Sim","Sim","Mesa","1","Semestral","Débito automático","88.8","3340.55","Não"
"9231-ZJYAM","PJ","Não","4","Sim","Não","Mesa","1","Semestral","Débito automático","78.85","292.8","Sim"
"4250-WAROZ","PF","Sim","60","Sim","Sim","Mesa","1","Semestral","Débito automático","93.25","5774.55","Não"
"8184-WMOFI","PF","Sim","62","Não","Não","Website","0","Uma vez ao ano","Boleto","71.4","4487.3","Não"
"6982-SSHFK","PF","Não","1","Não","Não","Website","0","Semestral","PIX","44.4","44.4","Sim"
"6092-QZVPP","PF","Não","36","Sim","Não","Website","0","Semestral","Boleto","79.2","2854.95","Não"
"4625-LAMOB","PF","Não","44","Não","Não","Não","0","Duas vezes ao ano","Boleto","20.4","905.55","Não"
"0727-BMPLR","PJ","Não","55","Sim","Sim","Mesa","1","Uma vez ao ano","Débito automático","100","5509.3","Sim"
"0392-BZIUW","PJ","Sim","72","Sim","Sim","Mesa","1","Duas vezes ao ano","Boleto","105","7589.8","Não"
"1038-ZAGBI","PJ","Sim","12","Não","Não","Não","0","Uma vez ao ano","Transferência bancária","19.8","229.6","Sim"
"6549-NNDYT","PJ","Não","13","Sim","Somente telefone","Website","0","Semestral","Transferência bancária","30.85","394.1","Não"
"3027-ZTDHO","PF","Não","1","Sim","Não","Mesa","0","Semestral","Débito automático","89.9","89.9","Sim"
"0422-OHQHQ","PJ","Sim","15","Não","Não","Não","0","Uma vez ao ano","PIX","20.55","295.95","Não"
"6916-HIJSE","PJ","Não","65","Sim","Não","Website","1","Duas vezes ao ano","Transferência bancária","84.85","5459.2","Não"
"2316-ESMLS","PJ","Sim","12","Não","Somente telefone","Website","0","Uma vez ao ano","Boleto","33.15","444.75","Não"
"9778-OGKQZ","PF","Sim","72","Sim","Sim","Website","0","Duas vezes ao ano","Boleto","92","6782.15","Não"
"7408-OFWXJ","PJ","Sim","72","Não","Sim","Website","1","Duas vezes ao ano","Boleto","89.8","6510.45","Não"
"6007-TCTST","PJ","Sim","72","Sim","Sim","Mesa","1","Duas vezes ao ano","Transferência bancária","115.8","8476.5","Não"
"2252-NKNSI","PF","Não","52","Sim","Sim","Website","0","Duas vezes ao ano","PIX","85.15","4461.85","Não"
"8713-IGZSO","PF","Não","2","Não","Sim","Não","0","Semestral","PIX","24.85","62","Não"
"7905-TVXTA","PJ","Não","5","Sim","Não","Website","1","Semestral","Débito automático","64.35","352.65","Não"
"7695-PKLCZ","PJ","Não","68","Não","Não","Não","0","Duas vezes ao ano","Boleto","20.5","1424.9","Não"
"2382-BCKQJ","PJ","Não","62","Sim","Sim","Mesa","1","Uma vez ao ano","Débito automático","100.15","6413.65","Sim"
"8374-UULRV","PF","Não","72","Não","Sim","Website","0","Duas vezes ao ano","Boleto","86.05","6309.65","Não"
"2207-NHRJK","PF","Não","1","Não","Não","Website","0","Semestral","Débito automático","50.8","50.8","Sim"
"3224-DFQNQ","PJ","Sim","66","Não","Sim","Mesa","1","Uma vez ao ano","Débito automático","89","5898.6","Não"
"5275-PMFUT","PF","Sim","72","Sim","Somente telefone","Website","0","Duas vezes ao ano","Boleto","64.8","4719.75","Não"
"4795-UXVCJ","PF","Não","26","Não","Não","Não","0","Uma vez ao ano","Boleto","19.8","457.3","Não"
"9777-IQHWP","PF","Sim","64","Não","Sim","Mesa","0","Duas vezes ao ano","Transferência bancária","93.4","5822.3","Não"
"0947-MUGVO","PF","Sim","20","Sim","Não","Mesa","1","Semestral","Débito automático","73.65","1463.5","Sim"
"9944-HKVVB","PJ","Não","3","Sim","Não","Mesa","1","Semestral","Débito automático","95.1","307.4","Sim"
"4124-MMETB","PF","Não","22","Sim","Sim","Mesa","0","Semestral","Boleto","94.65","2104.55","Sim"
"3671-SHRSP","PF","Sim","4","Sim","Não","Mesa","0","Semestral","PIX","80.6","319.15","Sim"
"0979-MOZQI","PF","Sim","62","Sim","Somente telefone","Website","0","Duas vezes ao ano","Transferência bancária","39","2337.45","Não"
"2732-ISEZX","PJ","Não","5","Sim","Não","Não","0","Semestral","PIX","20.5","104.3","Não"
"3313-QKNKB","PF","Sim","59","Não","Sim","Mesa","0","Uma vez ao ano","Débito automático","85.55","5084.65","Sim"
"0323-XWWTN","PF","Não","3","Sim","Sim","Não","0","Duas vezes ao ano","PIX","26.4","121.25","Não"
"1937-OTUKY","PJ","Sim","72","Sim","Sim","Mesa","1","Duas vezes ao ano","Transferência bancária","98.2","7015.9","Não"
"1573-LGXBA","PF","Sim","57","Sim","Não","Mesa","0","Uma vez ao ano","Boleto","97.55","5598","Não"
"1764-VUUMT","PF","Não","66","Não","Não","Não","0","Duas vezes ao ano","Boleto","19.95","1269.1","Não"
"5073-WXOYN","PJ","Não","60","Sim","Somente telefone","Website","0","Semestral","Débito automático","50.8","3027.4","Sim"
"4713-ZBURT","PF","Não","45","Não","Sim","Mesa","0","Duas vezes ao ano","Transferência bancária","99.7","4634.35","Não"
"3050-GBUSH","PJ","Não","3","Sim","Somente telefone","Website","0","Semestral","Boleto","34.8","113.95","Não"
"0207-MDKNV","PJ","Não","15","Não","Não","Mesa","1","Semestral","Débito automático","105.1","1582.75","Sim"
"7876-AEHIG","PJ","Não","51","Não","Somente telefone","Website","0","Uma vez ao ano","Transferência bancária","60.15","3077","Não"
"7945-HLKEA","PJ","Não","60","Não","Sim","Website","1","Uma vez ao ano","Débito automático","64.75","4039.5","Não"
"9342-VNIMQ","PF","Não","33","Sim","Sim","Website","0","Semestral","Transferência bancária","54.65","1665.2","Não"
"9851-KIELU","PF","Não","10","Sim","Não","Mesa","0","Semestral","Débito automático","110.1","1043.3","Sim"
"3523-BRGUW","PF","Não","26","Não","Não","Não","1","Uma vez ao ano","Boleto","19.3","504.2","Não"
"3908-BLSYF","PJ","Não","6","Não","Não","Mesa","1","Semestral","Débito automático","83.9","497.55","Sim"
"3199-NPKCN","PJ","Sim","67","Sim","Sim","Mesa","1","Uma vez ao ano","Débito automático","111.25","7511.65","Não"
"5170-PTRKA","PJ","Sim","49","Sim","Somente telefone","Website","0","Uma vez ao ano","Boleto","35.8","1782","Não"
"4661-NJEUX","PF","Não","1","Sim","Não","Não","0","Semestral","PIX","20.05","20.05","Não"
"2123-AGEEN","PJ","Não","7","Sim","Não","Mesa","1","Semestral","Débito automático","84.35","609.65","Não"
"1258-YMZNM","PJ","Não","27","Sim","Sim","Mesa","1","Uma vez ao ano","Transferência bancária","110.5","2857.6","Não"
"0048-LUMLS","PF","Sim","37","Não","Não","Mesa","0","Uma vez ao ano","Boleto","91.2","3247.55","Não"
"7549-MYGPK","PJ","Sim","63","Sim","Sim","Mesa","1","Semestral","Débito automático","100.55","6215.35","Sim"
"5898-IGSLP","PF","Sim","31","Não","Sim","Mesa","0","Semestral","Débito automático","89.3","2823","Não"
"3804-RVTGV","PF","Sim","50","Sim","Sim","Mesa","0","Semestral","Transferência bancária","103.85","5017.9","Sim"
"6259-WJQLC","PF","Não","32","Sim","Sim","Mesa","1","Semestral","Boleto","81.1","2619.25","Não"
"9227-LUNBG","PJ","Não","1","Não","Somente telefone","Website","0","Semestral","Débito automático","24.6","24.6","Sim"
"7997-EASSD","PJ","Sim","63","Sim","Sim","Mesa","1","Uma vez ao ano","Boleto","81.2","4965.1","Não"
"0730-KOAVE","PF","Não","30","Sim","Sim","Mesa","0","Semestral","Boleto","94.3","2679.7","Não"
"8975-SKGRX","PF","Sim","71","Sim","Sim","Mesa","0","Duas vezes ao ano","Transferência bancária","116.1","8310.55","Não"
"0678-RLHVP","PJ","Não","53","Não","Sim","Mesa","1","Duas vezes ao ano","Débito automático","105.55","5682.25","Não"
"4315-MURBD","PJ","Não","12","Sim","Não","Mesa","1","Semestral","Transferência bancária","98.9","1120.95","Sim"
"2267-FPIMA","PF","Sim","50","Sim","Sim","Mesa","0","Semestral","Boleto","94.4","4914.9","Não"
"1051-GEJLJ","PJ","Não","2","Não","Não","Não","0","Semestral","PIX","19.5","27.55","Não"
"9734-YWGEX","PJ","Não","9","Não","Sim","Mesa","1","Semestral","Boleto","98.3","923.5","Sim"
"2719-BDAQO","PF","Não","17","Não","Não","Mesa","0","Semestral","Débito automático","93.85","1625.65","Sim"
"5285-MVEHD","PJ","Sim","56","Sim","Não","Mesa","1","Uma vez ao ano","Boleto","105.6","6068.65","Não"
"0379-DJQHR","PF","Sim","67","Não","Não","Website","0","Duas vezes ao ano","Boleto","81.35","5398.6","Não"
"0781-LKXBR","PF","Não","9","Sim","Sim","Mesa","1","Semestral","Débito automático","100.5","918.6","Sim"
"5543-QDCRY","PF","Não","4","Sim","Não","Website","0","Semestral","Débito automático","56.4","234.85","Não"
"0297-RBCSG","PF","Não","19","Sim","Não","Website","0","Uma vez ao ano","Transferência bancária","65.35","1231.85","Não"
"4694-PHWFW","PJ","Não","8","Não","Não","Não","0","Semestral","PIX","19.95","170.9","Não"
"0835-JKADZ","PJ","Não","71","Sim","Sim","Mesa","1","Duas vezes ao ano","Débito automático","111.25","7984.15","Não"
"1907-UBQFC","PF","Não","10","Sim","Não","Mesa","1","Semestral","Débito automático","72.85","688.65","Sim"
"7508-SMHXL","PJ","Não","15","Não","Sim","Mesa","1","Semestral","Boleto","89","1288.3","Não"
"3865-YIOTT","PF","Sim","72","Sim","Sim","Mesa","0","Uma vez ao ano","Transferência bancária","106.1","7848.5","Não"
"5993-BQHEA","PF","Não","12","Não","Não","Não","0","Uma vez ao ano","Boleto","20.05","267","Não"
"6024-RUGGH","PF","Sim","72","Sim","Sim","Não","0","Duas vezes ao ano","Transferência bancária","25.2","1798.9","Não"
"6513-EECDB","PF","Sim","1","Sim","Sim","Mesa","1","Semestral","Débito automático","73.55","73.55","Sim"
"3956-CJUST","PJ","Não","23","Sim","Não","Mesa","1","Semestral","Transferência bancária","75.4","1643.55","Não"
"4079-WWQQQ","PF","Não","72","Sim","Somente telefone","Website","0","Duas vezes ao ano","Transferência bancária","65.55","4807.45","Não"
"6103-BOCOU","PJ","Não","26","Sim","Sim","Mesa","1","Semestral","Débito automático","80.7","2193","Não"
"5149-TGWDZ","PJ","Não","21","Sim","Não","Mesa","1","Uma vez ao ano","PIX","104.55","2239.4","Não"
"7471-WNSUF","PF","Sim","60","Não","Sim","Não","0","Uma vez ao ano","Transferência bancária","24.15","1505.9","Não"
"8942-DBMHZ","PF","Não","12","Não","Não","Não","0","Semestral","PIX","20.45","255.35","Não"
"4301-VVZKA","PF","Sim","16","Sim","Sim","Mesa","0","Semestral","Débito automático","75.4","1189.4","Não"
"9199-PWQVC","PJ","Sim","63","Sim","Sim","Website","1","Uma vez ao ano","Boleto","79.7","4786.15","Não"
"4824-GUCBY","PJ","Não","22","Não","Não","Mesa","1","Semestral","Débito automático","81.7","1820.9","Não"
"5393-HJZSM","PJ","Sim","32","Não","Não","Website","1","Semestral","Transferência bancária","76.3","2404.15","Não"
"7074-IEVOJ","PJ","Não","3","Sim","Sim","Mesa","1","Semestral","Débito automático","79.4","205.05","Sim"
"9625-QSTYE","PJ","Não","13","Sim","Não","Mesa","1","Semestral","Débito automático","81.15","952.3","Sim"
"0862-PRCBS","PJ","Sim","68","Sim","Sim","Mesa","1","Duas vezes ao ano","Boleto","103.75","7039.45","Não"
"8812-ZRHFP","PJ","Sim","30","Não","Não","Mesa","1","Uma vez ao ano","Débito automático","86.45","2538.05","Não"
"5146-CBVOE","PJ","Não","16","Não","Não","Mesa","1","Semestral","Transferência bancária","75.1","1212.85","Não"
"0454-OKRCT","PF","Não","33","Não","Não","Mesa","0","Duas vezes ao ano","Transferência bancária","80.6","2651.1","Não"
"5787-KXGIY","PF","Sim","72","Não","Não","Não","0","Duas vezes ao ano","Boleto","19.3","1304.8","Não"
"4750-ZRXIU","PJ","Não","4","Sim","Sim","Mesa","1","Semestral","Débito automático","84.6","360.1","Sim"
"4198-VFOEA","PJ","Não","12","Sim","Somente telefone","Website","0","Uma vez ao ano","PIX","33.6","435.45","Não"
"6630-UJZMY","PJ","Sim","4","Sim","Sim","Mesa","1","Semestral","Débito automático","83.25","308.05","Não"
"5709-LVOEQ","PJ","Sim","0","Não","Não","Website","1","Duas vezes ao ano","PIX","80.85"," ","Não"
"6400-BWQKW","PJ","Não","6","Sim","Sim","Mesa","1","Semestral","Débito automático","79.05","434.5","Sim"
"2692-AQCPF","PJ","Sim","65","Sim","Sim","Mesa","1","Uma vez ao ano","Boleto","108.05","7118.9","Não"
"0347-UBKUZ","PJ","Não","15","Não","Não","Não","0","Semestral","PIX","19.9","320.45","Não"
"0835-DUUIQ","PJ","Não","24","Não","Não","Não","0","Uma vez ao ano","Transferência bancária","21.05","531.55","Não"
"0811-GSDTP","PJ","Não","13","Não","Somente telefone","Website","0","Semestral","Débito automático","30.15","382.2","Não"
"7567-ECMCM","PF","Não","24","Sim","Não","Mesa","0","Semestral","Boleto","79.85","2001","Não"
"6115-ZTBFQ","PJ","Sim","72","Não","Somente telefone","Website","0","Duas vezes ao ano","Transferência bancária","65.5","4919.7","Não"
"6353-BRMMA","PJ","Sim","54","Sim","Sim","Mesa","1","Semestral","Transferência bancária","104.1","5645.8","Não"
"6680-WKXRZ","PJ","Não","3","Não","Sim","Mesa","1","Semestral","Transferência bancária","74.4","215.8","Sim"
"6231-WFGFH","PF","Sim","4","Sim","Não","Não","0","Semestral","PIX","20.5","77.6","Não"
"9904-EHEVJ","PJ","Sim","32","Sim","Sim","Mesa","1","Semestral","PIX","91.35","2896.55","Não"
"7028-DVOIQ","PF","Não","35","Sim","Sim","Mesa","1","Semestral","Débito automático","99.05","3395.8","Sim"
"6169-PPETC","PF","Sim","35","Não","Não","Não","0","Duas vezes ao ano","Transferência bancária","20.5","759.35","Não"
"4208-UFFGW","PF","Não","2","Não","Não","Website","1","Semestral","PIX","44.95","85.15","Sim"
"8584-KMVXD","PJ","Não","8","Não","Não","Mesa","1","Semestral","Débito automático","75.6","535.55","Não"
"8467-WYNSR","PF","Não","22","Não","Não","Website","0","Semestral","PIX","55.1","1253.15","Não"
